Ticker,Year,Adj_Return,SP500_Return,Excess_Return
ADM,2010,-0.019293393413079563,0.151,-0.17029339341307956
BGS,2010,0.5876489106537965,0.151,0.4366489106537965
CAG,2010,0.01489857320898591,0.151,-0.13610142679101409
CPB,2010,0.06109380245554563,0.151,-0.08990619754445436
DAR,2010,0.5847255369928399,0.151,0.4337255369928399
FLO,2010,0.1671533169560997,0.151,0.0161533169560997
GIS,2010,0.35552112810433156,0.151,0.20452112810433157
INGR,2010,0.5972636395370703,0.151,0.44626363953707027
K,2010,-0.010096312106386174,0.151,-0.16109631210638617
MKC,2010,0.32157111886053724,0.151,0.17057111886053725
SJM,2010,0.09103679198617387,0.151,-0.059963208013826125
THS,2010,0.3147195059186825,0.151,0.16371950591868248
TR,2010,0.1030024494536943,0.151,-0.047997550546305695
TSN,2010,0.4168205022706961,0.151,0.2658205022706961
HSY,2010,0.35552112810433156,0.151,0.20452112810433157
ADM,2011,-0.029050690057241813,0.021,-0.05005069005724182
BGS,2011,0.83093461063279,0.021,0.8099346106327899
CAG,2011,0.2141024457627272,0.021,0.1931024457627272
CPB,2011,-0.009709205130736698,0.021,-0.0307092051307367
DAR,2011,0.0007530120481926694,0.021,-0.020246987951807332
FLO,2011,0.08772124105561163,0.021,0.06672124105561163
GIS,2011,0.34362701623506653,0.021,0.3226270162350665
INGR,2011,0.15889931400489776,0.021,0.13789931400489777
K,2011,0.021749247276681594,0.021,0.0007492472766815923
MKC,2011,0.10959819382286318,0.021,0.08859819382286317
SJM,2011,0.22158161880458405,0.021,0.20058161880458406
THS,2011,0.27970248580935597,0.021,0.25870248580935595
TR,2011,-0.1480195845943013,0.021,-0.1690195845943013
TSN,2011,0.20896116229430484,0.021,0.18796116229430485
HSY,2011,0.34362701623506653,0.021,0.3226270162350665
ADM,2012,-0.01832030472292734,0.16,-0.17832030472292734
ANFI,2012,,0.16,
BGS,2012,0.2250679648392131,0.16,0.0650679648392131
CAG,2012,0.14936298429901584,0.16,-0.01063701570098416
CPB,2012,0.09432325470400826,0.16,-0.06567674529599174
DAR,2012,0.2069224981188864,0.16,0.04692249811888641
FLO,2012,0.2622266258214825,0.16,0.10222662582148248
GIS,2012,0.19611145782589912,0.16,0.03611145782589911
INGR,2012,0.24533535206761958,0.16,0.08533535206761958
K,2012,0.1419253051489453,0.16,-0.0180746948510547
MKC,2012,0.2867555166181446,0.16,0.12675551661814458
POST,2012,,0.16,
SJM,2012,0.13136979696314421,0.16,-0.02863020303685579
THS,2012,-0.20266136433159976,0.16,-0.3626613643315998
TR,2012,0.16412860059984524,0.16,0.004128600599845239
TSN,2012,-0.04630083053545464,0.16,-0.20630083053545464
HSY,2012,0.19611145782589912,0.16,0.03611145782589911
ADM,2013,0.6185486568635881,0.324,0.29454865686358805
ANFI,2013,0.9823899371069182,0.324,0.6583899371069182
BGS,2013,0.2428460392176357,0.324,-0.08115396078236431
CAG,2013,0.1763454492851093,0.324,-0.1476545507148907
CPB,2013,0.2582193350659572,0.324,-0.06578066493404283
DAR,2013,0.3017456359102244,0.324,-0.022254364089775602
FLO,2013,0.41374856007043004,0.324,0.08974856007043003
GIS,2013,0.37368086181643934,0.324,0.049680861816439326
INGR,2013,0.08710575761117267,0.324,-0.23689424238882734
K,2013,0.12598000586401237,0.324,-0.19801999413598764
MKC,2013,0.10711487023083288,0.324,-0.21688512976916713
POST,2013,0.4385401459854015,0.324,0.11454014598540146
SJM,2013,0.22730666913152042,0.324,-0.09669333086847959
THS,2013,0.3220794168425092,0.324,-0.0019205831574908294
TR,2013,0.3066814625845613,0.324,-0.017318537415438706
TSN,2013,0.7391264150567378,0.324,0.4151264150567378
HSY,2013,0.37368086181643934,0.324,0.049680861816439326
ADM,2014,0.22325131272125986,0.137,0.08625131272125985
ANFI,2014,-0.08946700507614214,0.137,-0.22646700507614215
BGS,2014,-0.0775038946487896,0.137,-0.2145038946487896
CAG,2014,0.11086821165057215,0.137,-0.026131788349427865
CPB,2014,0.04593860662415472,0.137,-0.09106139337584529
DAR,2014,-0.13026819923371646,0.137,-0.2672681992337165
FLO,2014,-0.08418733155138691,0.137,-0.22118733155138692
GIS,2014,0.0913994847227022,0.137,-0.045600515277297804
INGR,2014,0.267013551886657,0.137,0.13001355188665698
K,2014,0.10331773404149591,0.137,-0.0336822659585041
MKC,2014,0.1010012136480849,0.137,-0.03599878635191511
POST,2014,-0.14978688857316835,0.137,-0.28678688857316836
SJM,2014,-0.0012014682968705115,0.137,-0.13820146829687052
THS,2014,0.24100406268136965,0.137,0.10400406268136964
TR,2014,-0.019113163304462555,0.137,-0.15611316330446257
TSN,2014,0.20791039369965159,0.137,0.07091039369965157
HSY,2014,0.0913994847227022,0.137,-0.045600515277297804
ADM,2015,-0.27721132689170336,0.014,-0.29121132689170337
ANFI,2015,-0.3651567944250872,0.014,-0.3791567944250872
BGS,2015,0.22190047789431677,0.014,0.20790047789431676
CAG,2015,0.1919587042646309,0.014,0.1779587042646309
CPB,2015,0.2260519200899278,0.014,0.2120519200899278
DAR,2015,-0.420704845814978,0.014,-0.43470484581497804
FLO,2015,0.14883215901312696,0.014,0.13483215901312695
GIS,2015,-0.12020764757858782,0.014,-0.13420764757858783
INGR,2015,0.15290664987180658,0.014,0.13890664987180656
K,2015,0.13796627794681737,0.014,0.12396627794681737
MKC,2015,0.17480329960906316,0.014,0.16080329960906314
POST,2015,0.4729052279780377,0.014,0.4589052279780377
SJM,2015,0.2500263360238175,0.014,0.2360263360238175
THS,2015,-0.08266105460072493,0.014,-0.09666105460072492
TR,2015,0.07339423265669276,0.014,0.05939423265669276
TSN,2015,0.34373829692730395,0.014,0.32973829692730394
HSY,2015,-0.12020764757858782,0.014,-0.13420764757858783
ADM,2016,0.2839625197728679,0.12,0.1639625197728679
ANFI,2016,-0.3249176728869374,0.12,-0.4449176728869374
BGS,2016,0.30197211008973635,0.12,0.18197211008973635
CAG,2016,0.25636646443634703,0.12,0.13636646443634703
CPB,2016,0.1764605771559591,0.12,0.05646057715595909
DAR,2016,0.22718631178707227,0.12,0.10718631178707227
FLO,2016,-0.034771878007342605,0.12,-0.1547718780073426
GIS,2016,0.18750773462276404,0.12,0.06750773462276405
INGR,2016,0.32435872991237824,0.12,0.20435872991237825
K,2016,0.04768231152625102,0.12,-0.07231768847374898
LW,2016,,0.12,
MKC,2016,0.11054284112878454,0.12,-0.009457158871215454
NOMD,2016,,0.12,
POST,2016,0.30291734197730946,0.12,0.18291734197730947
SJM,2016,0.06014359610771369,0.12,-0.0598564038922863
THS,2016,-0.07991333163395353,0.12,-0.19991333163395353
TR,2016,0.30891696023197923,0.12,0.18891696023197924
TSN,2016,0.16866000412312898,0.12,0.048660004123128986
HSY,2016,0.18750773462276404,0.12,0.06750773462276405
ADM,2017,-0.09473423537879477,0.218,-0.31273423537879474
ANFI,2017,-0.3219512195121951,0.218,-0.539951219512195
BGS,2017,-0.1547854500022462,0.218,-0.37278545000224617
CAG,2017,-0.02564674770719777,0.218,-0.24364674770719777
CPB,2017,-0.18309699677627134,0.218,-0.4010969967762713
DAR,2017,0.40433772269558466,0.218,0.18633772269558466
FLO,2017,0.001983072561505317,0.218,-0.21601692743849468
GIS,2017,0.12329498841230069,0.218,-0.09470501158769931
INGR,2017,0.13864952948582077,0.218,-0.07935047051417923
K,2017,-0.04916200178990893,0.218,-0.2671620017899089
LW,2017,0.5176906906454528,0.218,0.29969069064545284
MKC,2017,0.11335694389001127,0.218,-0.10464305610998872
NOMD,2017,0.766980146290491,0.218,0.5489801462904911
POST,2017,-0.014429655429779809,0.218,-0.2324296554297798
SJM,2017,-0.004916922977805105,0.218,-0.2229169229778051
THS,2017,-0.3148635545089348,0.218,-0.5328635545089347
TR,2017,-0.04767296084785644,0.218,-0.2656729608478564
TSN,2017,0.3326328638156133,0.218,0.1146328638156133
HSY,2017,0.12329498841230069,0.218,-0.09470501158769931
ADM,2018,0.05260606228219622,-0.044,0.09660606228219622
ANFI,2018,-0.8992805755395683,-0.044,-0.8552805755395683
BGS,2018,-0.12092343354613333,-0.044,-0.07692343354613333
CAG,2018,-0.4197976775359329,-0.044,-0.3757976775359329
CPB,2018,-0.29101761872911647,-0.044,-0.24701761872911648
DAR,2018,0.061224489795918435,-0.044,0.10522448979591843
FLO,2018,-0.009231517734550443,-0.044,0.034768482265449555
GIS,2018,-0.029059850921090757,-0.044,0.01494014907890924
INGR,2018,-0.331130890529577,-0.044,-0.287130890529577
K,2018,-0.13338327237346337,-0.044,-0.08938327237346337
LW,2018,0.31815847380917806,-0.044,0.36215847380917804
MKC,2018,0.39006242641752653,-0.044,0.4340624264175265
NOMD,2018,-0.011235955056179803,-0.044,0.032764044943820195
POST,2018,0.12495266944339245,-0.044,0.16895266944339243
SJM,2018,-0.22580461690435627,-0.044,-0.1818046169043563
THS,2018,0.025272947836635584,-0.044,0.06927294783663558
TR,2018,-0.0716777042572263,-0.044,-0.027677704257226307
TSN,2018,-0.3281901047785818,-0.044,-0.2841901047785818
HSY,2018,-0.029059850921090757,-0.044,0.01494014907890924
ADM,2019,0.17076850510729202,0.315,-0.14423149489270798
ANFI,2019,-0.05355952380952389,0.315,-0.3685595238095239
BGS,2019,-0.319289405480068,0.315,-0.6342894054800681
CAG,2019,0.655091021477135,0.315,0.34009102147713505
CPB,2019,0.551767615879251,0.315,0.23676761587925105
DAR,2019,0.45945945945945943,0.315,0.14445945945945943
FLO,2019,0.21790628230489673,0.315,-0.09709371769510328
GIS,2019,0.40202470475440144,0.315,0.08702470475440144
INGR,2019,0.04642117428508841,0.315,-0.2685788257149116
K,2019,0.26080056336938284,0.315,-0.05419943663061716
LW,2019,0.1828493681005987,0.315,-0.1321506318994013
MKC,2019,0.23649441963554785,0.315,-0.07850558036445215
NOMD,2019,0.3379186602870814,0.315,0.022918660287081394
POST,2019,0.2240547514865927,0.315,-0.0909452485134073
SJM,2019,0.14908626881997988,0.315,-0.16591373118002012
THS,2019,-0.04358114770262278,0.315,-0.3585811477026228
TR,2019,0.0323063945975377,0.315,-0.2826936054024623
TSN,2019,0.7387346557873586,0.315,0.42373465578735864
HSY,2019,0.40202470475440144,0.315,0.08702470475440144
ADM,2020,0.12466809261693323,0.184,-0.05933190738306676
ANFI,2020,-0.8075495905711878,0.184,-0.9915495905711877
BGS,2020,0.6765289839572295,0.184,0.4925289839572295
CAG,2020,0.0869024137265666,0.184,-0.0970975862734334
CPB,2020,0.007086889196003421,0.184,-0.17691311080399658
DAR,2020,1.0541310541310542,0.184,0.8701310541310543
FLO,2020,0.07727151990539571,0.184,-0.10672848009460428
GIS,2020,0.05906118442864994,0.184,-0.12493881557135006
INGR,2020,-0.12576401933985837,0.184,-0.30976401933985837
K,2020,-0.06855970853001125,0.184,-0.25255970853001125
LW,2020,-0.07216886422668001,0.184,-0.25616886422668
MKC,2020,0.14671881819505295,0.184,-0.03728118180494705
NOMD,2020,0.1363433169423336,0.184,-0.047656683057666405
POST,2020,-0.07415215398716768,0.184,-0.2581521539871677
SJM,2020,0.14539027828600637,0.184,-0.03860972171399363
THS,2020,-0.12391752577319581,0.184,-0.3079175257731958
TR,2020,-0.12022597844321814,0.184,-0.30422597844321814
TSN,2020,-0.2732932415539243,0.184,-0.4572932415539243
HSY,2020,0.05906118442864994,0.184,-0.12493881557135006
